Employee Number (Person),Employment Status (Person),Post Type (Post Profile),Appointment Status (Appointment),Pay Group (Person),Full Name (Person),Grade,Post Title (Post Profile),Directorate,Department,Family Friendly Absence Days,Absence Days,Sick Days,Certified Sick Days,Certified Sick Paid Days,Certified Sick Unpaid Days,Self Certified Sick Days,Self Certified Sick Paid Days,Annual Accrued Entitlement,Annual Floating Entitlement,Annual Carried Forward,Annual Total Entitlement,Annual Taken,Annual Balance,Annual Booked,Annual Balance Less Booked
100350,Live,PW,CO,SALARIES,Julie Sanders,6,SCHOOL WARDEN,HOUSING,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100884,100305,No Sick Leave Record,100777,0,24,3.5,31,21,15,3,5
100680,Live,PW,CO,SALARIES,Lisa Johnson,No Grade,ADMINISTRATIVE OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,0,25,0,9.5,100596,101019,No Sick Leave Record,100845,0,No Annual Leave Record,0.5,23.5,22,15,6,0
101148,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Angela Hill,9,SENIOR LIBRARIAN,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,3,100536,101042,No Sick Leave Record,100174,No Annual Leave Record,29,1,11.5,8,20,0,9.5
100795,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Rachael Anderson,5,LIBRARY ASSISTANT,INFRASTRUCTURE & CLIMATE CHANGE,IT,No Sick Leave Record,No Sick Leave Record,3,0,100283,100435,0,100489,0,24,4.5,32,0,7,10,0
100255,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kayla Flynn,No Grade,SENIOR LIBRARY ASSISTANT,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100190,100024,0,100370,0,31,0,27,27,No Annual Leave Record,3,3.5
101038,Live,PW,CO,FORTNIGHTLY WAGES - DLR,John Rodriguez,No Grade,PROJECT RESIDENT ENGINEER TEMPORARY,FINANCE & WATER SERVICES,PLANNING,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100977,100731,No Sick Leave Record,100998,0,30,4,24,No Annual Leave Record,8,No Annual Leave Record,17
100621,Live,PW,CO,SALARIES,Dale Garrett,5,LIBRARY ASSISTANT,ARCHITECTS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,3,0,100830,100992,0,100861,0,30,0,No Annual Leave Record,25,11,2,0
100792,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Mr. Eddie Marquez,6,SENIOR EXECUTIVE ENGINEER,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,0,No Sick Leave Record,0,No Sick Leave Record,101357,100397,0,100771,0,25.5,4.5,30,25,No Annual Leave Record,3,0
100738,Live,TW,CO,SALARIES,Tracey Smith,3,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100309,100118,No Sick Leave Record,100482,0,No Annual Leave Record,3.5,No Annual Leave Record,7,12,No Annual Leave Record,0
100571,Live,TP,CO,SALARIES,Melissa Anderson,No Grade,ASSISTANT STAFF OFFICER,FINANCE & WATER SERVICES,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,16.5,No Sick Leave Record,100397,100015,No Sick Leave Record,100227,0,30,4.5,32,20.5,No Annual Leave Record,9,9
100430,Live,PW,CO,SALARIES,Peter Gilbert,No Grade,SCHOOL WARDEN,"COMMUNITY, CULTURAL SERVICES & PARKS",COMMUNITY,0,16,No Sick Leave Record,No Sick Leave Record,100071,100356,No Sick Leave Record,100818,0,30,0.5,35,18.5,No Annual Leave Record,3,No Annual Leave Record
100570,Live,PW,CO,SALARIES,Brian Beck,3,SENIOR EXECUTIVE ENGINEER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,No Sick Leave Record,0,9,101066,101282,No Sick Leave Record,100698,0,28.5,No Annual Leave Record,13,2,13,3,16.5
101108,Live,PW,CO,SALARIES,Kim Gordon,9,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,No Sick Leave Record,0,0,100191,100289,0,100408,0,24,5,No Annual Leave Record,20,10.5,0,11
101008,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Mary Harris,7,DIRECTOR OF FRWD PLANNING INFRASTRUCTURE,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,1,No Sick Leave Record,0,101191,100454,No Sick Leave Record,101134,0,30,0,32,14.5,No Annual Leave Record,8,15
100232,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Nathan Anderson,No Grade,CARPENTER/JOINER,INFRASTRUCTURE & CLIMATE CHANGE,HUMAN RESOURCES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100223,100756,No Sick Leave Record,100173,0,24,4,25,9.5,26,0,4
100821,Live,PW,CO,SALARIES,Cheryl Lee,No Grade,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,0,0,100103,101330,No Sick Leave Record,100650,0,15,0,20.5,No Annual Leave Record,30,0,0
101175,Live,TW,CO,SALARIES,Kristin Singleton,4,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,0,4.03,No Sick Leave Record,No Sick Leave Record,101239,100958,No Sick Leave Record,100238,0,24,5,No Annual Leave Record,13.5,4,No Annual Leave Record,4
100633,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Brittany Mooney,6,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,101044,100429,No Sick Leave Record,100636,0,32,No Annual Leave Record,35,19,24.5,3,14.5
101249,Live,PW,CO,SALARIES,Bill Lopez,3,I.S. TECHNICAL OFFICER,HOUSING,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,3.72,0,5,100175,100444,No Sick Leave Record,100280,0,24,No Annual Leave Record,16.5,9.5,18,3,No Annual Leave Record
100657,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jordan Spencer,7,SUPERVISOR INSPECTOR MAINTENANCE/CLEAN,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,No Sick Leave Record,No Sick Leave Record,0,2.5,100124,100999,No Sick Leave Record,100336,0,29,0,No Annual Leave Record,18,No Annual Leave Record,15,6
100218,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Tamara Baldwin,5,LIBRARY ASSISTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,7,No Sick Leave Record,100824,100924,No Sick Leave Record,101079,0,12,No Annual Leave Record,27,No Annual Leave Record,No Annual Leave Record,No Annual Leave Record,11.5
101018,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Stephanie Thompson,No Grade,SENIOR RESIDENT ENGINEER TEMP,INFRASTRUCTURE & CLIMATE CHANGE,CORPORATE SERVICES,0,No Sick Leave Record,No Sick Leave Record,0,100446,100965,No Sick Leave Record,100059,0,24,0,27.5,26.5,12.5,0,8.5
100787,Live,PW,CO,SALARIES,Natalie Villarreal,4,CLERICAL OFFICER,CORPORATE AFFAIRS,PLANNING,No Sick Leave Record,0,0,No Sick Leave Record,101162,101251,0,100473,0,30,No Annual Leave Record,No Annual Leave Record,14,No Annual Leave Record,No Annual Leave Record,10
100804,Live,TW,CO,FORTNIGHTLY WAGES - DLR,Keith Yang,No Grade,ASSISTANT STAFF OFFICER,LAW,INFRASTRUCTURE & CLIMATE CHANGE,0,0,No Sick Leave Record,0,100459,100028,No Sick Leave Record,100223,0,27,0,19,22,13,0,5
101024,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Keith Sparks,5,STAFF OFFICER,HOUSING,HUMAN RESOURCES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100268,100293,No Sick Leave Record,101021,0,No Annual Leave Record,5,35,7,21,3,15
100463,,PW,CO,FORTNIGHTLY WAGES - DLR,Michael Cooper,6,SCHOOL WARDEN,HOUSING,COMMUNITY,0,0.08,0,No Sick Leave Record,100908,101135,2,100466,0,30,0,No Annual Leave Record,16,4,No Annual Leave Record,0
100907,Live,PW,EN,SALARIES,Allen Vega,No Grade,SENIOR STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100939,100893,0,100733,0,No Annual Leave Record,No Annual Leave Record,35,23,20,3,10.5
100718,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Stephen Hardy,No Grade,STAFF OFFICER,CORPORATE AFFAIRS,HOUSING,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100912,100886,0,100206,0,32,3,No Annual Leave Record,23,9,No Annual Leave Record,12
101338,Live,PW,CO,SALARIES,Parker Gutierrez,4,ACTIVE CITIES DUBLIN PROJECT LEAD,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100043,101298,No Sick Leave Record,100693,0,29,1,35,17.5,8,0,7
100074,Live,PW,CO,SALARIES,Jeffrey Hanson,4,STAFF OFFICER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,7,No Sick Leave Record,101042,100705,0,100958,0,No Annual Leave Record,0,35,28,11.5,9,5
100188,Live,PW,CO,SALARIES,Michael Mcgrath,6,SWEEPER ROADS,PLANNING & ECONOMIC DEVELOPMENT,FINANCE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100833,101034,0,100858,0,24,5,34,13,18.5,3,19
100990,Live,PW,CO,SALARIES,Nicholas Foster,6,GENERAL OPERATIVE,"COMMUNITY, CULTURAL SERVICES & PARKS",ENTERPRISE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,6,100406,101290,No Sick Leave Record,100061,0,30,5,37,14,19,3,13.5
100228,Live,PW,CO,SALARIES,Deborah Gentry,No Grade,STAFF OFFICER,HOUSING,WATER SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101056,101088,0,101330,No Annual Leave Record,30,No Annual Leave Record,9.5,15.5,12,3,4
100347,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Brian Olson,4,EXECUTIVE PLANNER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,0,0,100282,100857,1,101250,0,No Annual Leave Record,3,35,17,8,3.5,9
101210,Live,TP,CO,SALARIES,Amanda Smith,5,ADMINISTRATIVE OFFICER,PLANNING & ECONOMIC DEVELOPMENT,CHERRYWOOD,No Sick Leave Record,0,No Sick Leave Record,18,100545,100859,0,100874,0,16.5,0,35,21.5,17,3,13.5
100964,Live,PW,CO,SALARIES,Christopher Johnson,6,ENVIRONMENTAL ENFORCEMENT WARDEN,HOUSING,PARKS,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,101083,100370,No Sick Leave Record,101161,0,27.5,5,No Annual Leave Record,14.5,12.5,No Annual Leave Record,12
100552,Live,PW,CO,SALARIES,Adriana Blackburn,7,SENIOR EXECUTIVE OFFICER,FINANCE & WATER SERVICES,HUMAN RESOURCES,0,No Sick Leave Record,0,0,100115,100394,No Sick Leave Record,101338,0,24,4,36.5,11,0,3,3.5
100235,Live,TW,CO,SALARIES,John Gutierrez,3,OPERATOR TRACTOR,INFRASTRUCTURE & CLIMATE CHANGE,HARBOUR,0,0.18,No Sick Leave Record,No Sick Leave Record,100766,100049,0.5,100414,0,27,3,32,19,17,12,10
100773,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Donald Romero,No Grade,BUILDING INSPECTOR/ CLERK OF WORKS,CORPORATE AFFAIRS,CORPORATE SERVICES,0,No Sick Leave Record,5,0,101190,100033,No Sick Leave Record,100411,No Annual Leave Record,10,0,28,8.5,16,0,5
100127,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Tina Bush,7,LIBRARY ASSISTANT,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,49,0,No Sick Leave Record,100557,100687,0,100142,0,17.5,0,35,8,30,3,4.5
100126,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kelsey Martinez,4,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,PLANNING,0,1,0,14,101177,100460,2,100409,0,26,5,26.5,No Annual Leave Record,13.5,7,8
100191,Live,PW,CO,SALARIES,Kathy Arnold,5,INSPECTOR BUILDING MAINTENANCE,FINANCE & WATER SERVICES,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100297,100839,0,100836,0,24,2,33.5,5,0,3,6
101304,Live,PW,CO,SALARIES,Nicole Smith,No Grade,CLERICAL OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,No Sick Leave Record,8.52,No Sick Leave Record,No Sick Leave Record,101021,100987,No Sick Leave Record,100441,0,No Annual Leave Record,2,30,9,No Annual Leave Record,3,12.5
101288,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Eric Martinez,8,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101223,100845,0,100148,0,27,0,31,6,12.5,7,1.5
100212,Live,PW,CO,SALARIES,Meredith Villegas,6,FOREMAN GARDENER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101341,101257,0,100333,0,30,5,14,2,27,No Annual Leave Record,14
101128,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Michael Deleon,3,FOREMAN GARDENER,"COMMUNITY, CULTURAL SERVICES & PARKS",PLANNING,No Sick Leave Record,No Sick Leave Record,1.5,0,100793,100273,0,100599,0,24,5,30,13,17,3,9
100205,Live,PW,CO,SALARIES,Brenda Nielsen,5,CHIEF TECHNICIAN,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101011,100779,No Sick Leave Record,101200,No Annual Leave Record,23,No Annual Leave Record,34,25,8.5,0,0
100250,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Laura Bender,4,CLERICAL OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",HOUSING,0,0,No Sick Leave Record,No Sick Leave Record,101135,100558,0,100601,0,25,0,30,20,7.5,No Annual Leave Record,11
100867,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Robert Barnes,7,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,ARCHITECTS,0,8.84,No Sick Leave Record,No Sick Leave Record,100263,100463,No Sick Leave Record,101248,0,29,No Annual Leave Record,33.5,24,11,3,5
101068,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Eric Campbell,No Grade,DISTRICT SUPERVISOR PARKS,"COMMUNITY, CULTURAL SERVICES & PARKS",PARKS,No Sick Leave Record,0.57,No Sick Leave Record,67.5,100560,100540,No Sick Leave Record,100236,0,No Annual Leave Record,5,33.5,15,9,3,4
100851,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Beverly Taylor,5,GARDENER,FINANCE & WATER SERVICES,IT,0,No Sick Leave Record,No Sick Leave Record,0,101019,101367,No Sick Leave Record,100180,0,13,5,30,23,18.5,3,5.5
100447,Live,PW,CO,SALARIES,Amy York,No Grade,EXECUTIVE ARCHITECT,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,2.5,0,0,100121,100053,No Sick Leave Record,101143,No Annual Leave Record,No Annual Leave Record,5,35,11.5,6.5,0,0.5
100694,Live,PW,CO,SALARIES,Karen Carter,4,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,No Sick Leave Record,7,0,No Sick Leave Record,101257,100722,0,101340,0,22,16,16.5,No Annual Leave Record,No Annual Leave Record,No Annual Leave Record,8
100267,Live,PW,CO,SALARIES,Monica Gallegos,No Grade,LIFEGUARD,INFRASTRUCTURE & CLIMATE CHANGE,PARKS,0,No Sick Leave Record,0,No Sick Leave Record,101249,100384,No Sick Leave Record,100332,0,27,0,25.5,22,5,No Annual Leave Record,22
100234,Live,PW,CO,,Sharon Butler,No Grade,SENIOR STAFF OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,0,No Sick Leave Record,No Sick Leave Record,26,100510,100177,0,101004,0,27,No Annual Leave Record,32,14.5,13,3,No Annual Leave Record
100247,Live,TW,CO,SALARIES,Daniel Mendez,No Grade,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,No Sick Leave Record,2,0,100240,101005,No Sick Leave Record,100939,0,30,5,24,20.5,16,10,0.5
100679,Live,PW,CO,SALARIES,Shane Chapman,6,COMMUNITY CLIMATE ACTION OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,17,No Sick Leave Record,101366,100269,0,100981,0,30,No Annual Leave Record,8.5,No Annual Leave Record,10.5,No Annual Leave Record,4
100832,Live,PW,CO,SALARIES,Peter Sharp,No Grade,GRADUATE PLANNER,INFRASTRUCTURE & CLIMATE CHANGE,HARBOUR,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,101092,100162,0,101046,0,27,No Annual Leave Record,32,8,14.5,0,8
101039,Live,PW,CO,SALARIES,Bryce Santana,7,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,PARKS,0,0,1,No Sick Leave Record,101321,100970,0,101104,0,24,1,33.5,25.5,0,0,6
100833,Live,PW,CO,SALARIES,Mrs. Patricia Bautista,No Grade,SENIOR STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",CORPORATE SERVICES,0,0,2,No Sick Leave Record,100207,101234,0,100512,0,30,No Annual Leave Record,35,22.5,15.5,16,1
101042,Live,PW,CO,SALARIES,Matthew Jones,8.5,ASSISTANT STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,HOUSING,No Sick Leave Record,No Sick Leave Record,2.5,0,101199,100058,1,100043,0,31,No Annual Leave Record,24,17.5,7,3,13.5
100132,Live,PW,CO,SALARIES,Brenda Morton,No Grade,SCHOOL WARDEN,PLANNING & ECONOMIC DEVELOPMENT,HOUSING,No Sick Leave Record,0,No Sick Leave Record,16.5,100621,101305,0,100909,No Annual Leave Record,24,5,28.5,20,6.5,3,7.5
100611,Live,PW,CO,SALARIES,Mrs. Sarah Martin,7,SENIOR RESIDENT ENGINEER TEMP,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,4,No Sick Leave Record,No Sick Leave Record,100141,100535,No Sick Leave Record,100233,0,30,1,24,20,9,0.5,No Annual Leave Record
100329,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Colin Allen,6,LIFEGUARD,INFRASTRUCTURE & CLIMATE CHANGE,FINANCE,No Sick Leave Record,8,No Sick Leave Record,No Sick Leave Record,100747,100514,No Sick Leave Record,100279,0,25,0,15,17,13.5,3,18
100967,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Heather King,4,GENERAL OPERATIVE,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100731,100767,0,100449,0,30,5,No Annual Leave Record,25.5,15.5,0,8.5
100384,Live,PW,CO,SALARIES,Michael Kemp,4,CLERICAL OFFICER,FINANCE & WATER SERVICES,CORPORATE SERVICES,No Sick Leave Record,0.01,No Sick Leave Record,No Sick Leave Record,101144,101173,0,100892,0,24,2,24,18,15,2,5
100527,Live,TW,CO,SALARIES,Gregory Ray,5,FOREMAN TRADESMAN,"COMMUNITY, CULTURAL SERVICES & PARKS",CHERRYWOOD,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100548,100971,No Sick Leave Record,101214,0,32,No Annual Leave Record,No Annual Leave Record,21.5,9,15,17
100760,Live,PW,CO,SALARIES,Kimberly Cooper,7,GENERAL OPERATIVE,FINANCE & WATER SERVICES,PARKS,0,No Sick Leave Record,0,0,101027,101035,0,100744,0,30,0,28,11.5,0,0,6.5
101107,Live,PW,CO,SALARIES,Sarah Johnson,5,RATE COLLECTOR RATHDOWN,"COMMUNITY, CULTURAL SERVICES & PARKS",CULTURE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,100311,100900,0,101301,0,29,5,32.5,23,16,3,27
100634,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Kelley,No Grade,ADMINISTRATIVE OFFICER,LAW,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100093,100496,No Sick Leave Record,100377,0,15.5,No Annual Leave Record,34,25.5,5,0,5
100721,Live,PW,CO,SALARIES,Tyler Burke,4,GULLY SUCKER DRIVER,"COMMUNITY, CULTURAL SERVICES & PARKS",COMMUNITY,No Sick Leave Record,15.02,No Sick Leave Record,No Sick Leave Record,101316,100194,No Sick Leave Record,100508,0,30,0.5,24,22.5,No Annual Leave Record,No Annual Leave Record,21.5
100837,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Robert Campbell,5,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100247,100199,No Sick Leave Record,101060,0,24,14,20,25.5,13,19,11.5
101134,Live,PW,CO,SALARIES,Kevin Rodriguez,6,EXECUTIVE ENGINEER,FORWARD PLANNING INFRASTRUCTURE,PLANNING,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,9,100307,100126,No Sick Leave Record,101050,0,28.5,No Annual Leave Record,36,14,13.5,3,8
100693,Live,PW,CO,SALARIES,Vanessa Foley,No Grade,STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100248,100937,0,100857,0,30,3,16.5,23,13,0,6
101315,Live,PW,CO,SALARIES,Terry Byrd,3,ASSISTANT STAFF OFFICER,CORPORATE AFFAIRS,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,100613,100420,0,100973,0,30,2,35,26,12,0,9.5
100221,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Alexis Cunningham,3,GENERAL OPERATIVE,PLANNING & ECONOMIC DEVELOPMENT,INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,No Sick Leave Record,6,No Sick Leave Record,100773,100439,No Sick Leave Record,100632,0,30,0,30,19,30,6,10.5
100471,Live,PW,CO,SALARIES,Brandon Johnson,5,DRIVER ROAD SWEEPER,INFRASTRUCTURE & CLIMATE CHANGE,INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,No Sick Leave Record,0,100571,100277,No Sick Leave Record,100453,0,29,5,No Annual Leave Record,14,4,14,11
100025,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Debra Preston,4,SCHOOL WARDEN,INFRASTRUCTURE & CLIMATE CHANGE,CULTURE,No Sick Leave Record,0,No Sick Leave Record,No Sick Leave Record,100965,100399,No Sick Leave Record,100934,0,21.5,0,34,24,10,0,12
101341,Live,PW,CO,SALARIES,Morgan Smith,5,CLERICAL OFFICER,PLANNING & ECONOMIC DEVELOPMENT,PARKS,No Sick Leave Record,0,No Sick Leave Record,5,101274,100609,0,100669,0,27.5,5,32,23,16,2,13.5
100217,Live,PW,CO,FORTNIGHTLY WAGES - DLR,William Owens,5,SENIOR STAFF OFFICER,HOUSING,WATER SERVICES,0,No Sick Leave Record,0,No Sick Leave Record,100763,101279,0,100929,0,29,2,No Annual Leave Record,25.5,13,3,9
100730,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Mcintyre,6,SENIOR STAFF OFFICER,CORPORATE AFFAIRS,COMMUNITY,0,0,No Sick Leave Record,0,100782,100450,0,100519,0,24,2,No Annual Leave Record,12,18,6,14
100921,Live,PW,CO,SALARIES,Donna Juarez,5,LIBRARIAN,HOUSING,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,4,No Sick Leave Record,100552,101000,0,100494,0,No Annual Leave Record,5,19.5,7,15,0,14
100543,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Christy Chapman,No Grade,CE SCHEME,"COMMUNITY, CULTURAL SERVICES & PARKS",FINANCE,0,No Sick Leave Record,1,0,100511,101111,No Sick Leave Record,100304,No Annual Leave Record,27,5,31,13.5,12.5,3,14
100500,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Kayla Knight,4,LIFEGUARD,PLANNING & ECONOMIC DEVELOPMENT,CULTURE,No Sick Leave Record,No Sick Leave Record,No Sick Leave Record,0,101234,100635,No Sick Leave Record,101037,0,24,5,36,24.5,10,3,12
100257,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Steven Barton,6,ASSISTANT STAFF OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,No Sick Leave Record,0,0,No Sick Leave Record,100159,100164,0,100347,0,27,4,35,21.5,12,0,16.5
100197,Live,PW,CO,SALARIES,Sandy Arroyo,3,LIFEGUARD,INFRASTRUCTURE & CLIMATE CHANGE,ARCHITECTS,No Sick Leave Record,1.16,0,0,101016,100752,0,100204,0,28,No Annual Leave Record,30,14,18,0,13
100831,Live,PW,CO,FORTNIGHTLY WAGES - DLR,David Reed,3,DRIVER ROAD SWEEPER,CORPORATE AFFAIRS,CORPORATE SERVICES,0,No Sick Leave Record,5,0,100726,100062,No Sick Leave Record,101034,0,11.5,5,35,24,17,0,3.5
101070,Live,PW,CO,SALARIES,Elizabeth Fuller,6,STAFF WELLBEING OFFICER,"COMMUNITY, CULTURAL SERVICES & PARKS",INFRASTRUCTURE & CLIMATE CHANGE,0,No Sick Leave Record,3,5,100791,100287,No Sick Leave Record,100476,0,No Annual Leave Record,5,11.5,21,20.5,0,12.5
100898,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Jessica Jackson,7,STAFF OFFICER,FINANCE & WATER SERVICES,CORPORATE SERVICES,No Sick Leave Record,No Sick Leave Record,0,No Sick Leave Record,100315,100411,No Sick Leave Record,100976,0,30,5,19,12,5.5,3,11
100474,Live,PW,CO,SALARIES,Aaron Harrison,7.5,STAFF OFFICER,INFRASTRUCTURE & CLIMATE CHANGE,PLANNING,0,0.02,No Sick Leave Record,0,101034,100477,0,100675,No Annual Leave Record,24,5,13,18,14,0,16
100478,Live,PW,CO,FORTNIGHTLY WAGES - DLR,Daniel Lucas,6,CLERICAL OFFICER,FINANCE & WATER SERVICES,ARCHITECTS,No Sick Leave Record,0,No Sick Leave Record,0,100810,100253,No Sick Leave Record,100904,0,18,1.5,27.5,18,1,0,8
